Country Name,2020,2021
Belgium,91.52641629,92.78867618
Switzerland,94.34995199,95.56937168
Germany,89.81294133,91.43060973
Spain,93.20564892,93.89752157
Estonia,89.05828666,90.97970174
Finland,92.17027106,92.80806082
France,84.70640914,86.09548575
Greece,78.11584474,78.49426371
Netherlands,91.33333333,92.05298013
Norway,94.60755647,99.0000036
Euro area,85.29481016,87.29197272
