LATITUDE,LONGITUDE,ACQ_DATE,NAMEFIN
63.049322779816514,24.04137037614679,2019-09-01,Etelä-Pohjanmaa
62.82600510526317,23.726494947368423,2019-10-01,Etelä-Pohjanmaa
60.830459625,22.55724975,2019-11-01,Varsinais-Suomi
62.43727394117647,23.830767470588235,2019-12-01,Pirkanmaa
63.49066397368421,24.21899872368421,2020-01-01,Keski-Pohjanmaa
62.71547549230769,23.8829628,2020-02-01,Etelä-Pohjanmaa
64.43781272151898,24.414313607594934,2020-03-01,Pohjois-Pohjanmaa
62.7700864,24.431164619047617,2020-04-01,Etelä-Pohjanmaa
62.347116966101694,24.43454318644068,2020-05-01,Keski-Suomi
62.50007912290503,25.28908260335196,2020-06-01,Keski-Suomi
61.60134017475728,24.65242285436893,2020-07-01,Pirkanmaa
62.485403186206895,24.36949182758621,2020-08-01,Keski-Suomi
62.974331013888886,24.44244369444444,2020-09-01,Keski-Suomi
63.442463,24.1195111641791,2020-10-01,Keski-Pohjanmaa
61.9699976372549,24.87211306862745,2020-11-01,Keski-Suomi
63.03345247058824,24.40916511764706,2020-12-01,Keski-Suomi
63.19242555555555,23.71291555555556,2021-01-01,Etelä-Pohjanmaa
64.100767375,24.159395625,2021-02-01,Pohjois-Pohjanmaa
63.75306520930233,24.75376176744186,2021-03-01,Pohjois-Pohjanmaa
63.23970709150327,24.343368176470587,2021-04-01,Keski-Pohjanmaa
62.845367,24.674316260869567,2021-05-01,Keski-Suomi
62.96054607117437,25.85784930960854,2021-06-01,Keski-Suomi
63.449114709375,24.47111856875,2021-07-01,Keski-Pohjanmaa
63.02633421014493,24.67082115942029,2021-08-01,Keski-Suomi
63.15994360317461,23.90761236507937,2021-09-01,Etelä-Pohjanmaa
63.21367102272727,23.840176772727272,2021-10-01,Etelä-Pohjanmaa
62.42817943859649,23.396287350877195,2021-11-01,Etelä-Pohjanmaa
63.0480217,23.643795633333333,2021-12-01,Etelä-Pohjanmaa
63.049033,23.9019832,2022-01-01,Etelä-Pohjanmaa
60.701601619047615,22.645793,2022-02-01,Varsinais-Suomi
64.086974,24.192043862068964,2022-03-01,Pohjois-Pohjanmaa
62.82534361363636,23.99670844318182,2022-04-01,Etelä-Pohjanmaa
62.95712945454545,24.215173082644625,2022-05-01,Etelä-Pohjanmaa
63.08707828776978,25.190715064748204,2022-06-01,Keski-Suomi
62.25409943537415,24.87786576190476,2022-07-01,Keski-Suomi
62.77324731100479,24.788824,2022-08-01,Keski-Suomi
